ID;Código;Descrição;Unidade;NCM;Origem;Preço;Valor IPI fixo;Observações;Situação;Estoque;Preço de custo;Cód. no fornecedor;Fornecedor;Localização;Estoque máximo;Estoque mínimo;Peso líquido (Kg);Peso bruto (Kg);GTIN/EAN;GTIN/EAN da Embalagem;Largura do produto;Altura do Produto;Profundidade do produto;Data Validade;Descrição do Produto no Fornecedor;Descrição Complementar;Itens p/ caixa;Produto Variação;Tipo Produção;Classe de enquadramento do IPI;Código na Lista de Serviços;Tipo do item;Grupo de Tags/Tags;Tributos;Código Pai;Código Integração;Grupo de produtos;Marca;CEST;Volumes;Descrição Curta;Cross-Docking;URL Imagens Externas;Link Externo;Meses Garantia no Fornecedor;Clonar dados do pai;Condição do Produto;Frete Grátis;Número FCI;Vídeo;Departamento;Unidade de Medida;Preço de Compra;Valor base ICMS ST para retenção;Valor ICMS ST para retenção;Valor ICMS próprio do substituto;Categoria do produto;Informações Adicionais;teste;marca_aux;formatoDoSuplemento;tipoDeSuplemento;linha;suplementoPrincipal;nomeComercial;tipoDeEmbalagem;formatoDeVenda;unidadesPorEmbalagem;unidadesPorKit;pesoLiquidog;volumeLiquidoml;volumeDaUnidademl;pesoDaUnidadeg;ingredientes;valoresNutricionaisPorPorcao;pesoDaPorcaog;volumeDaPorcaoml;aminoacidosPorPorcao;idadeMinimaRecomendadaanos;eLivreDeGluten;eVegano;contemLactose;codigoUniversalDeProduto
16527729803;	;Sabonete em Barra de Glicerina Phebo Odor de Rosas – 90g;UN;3401.30.00;0;5,91;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527729801;	;Shampoo Pet Granado Desembaraçador para Pelos Longos – 500ml;UN;3401.11.90;0;31,66;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527729800;	;Sabonete Líquido de Glicerina Granado Calêndula – 300ml;UN;3401.30.00;0;20,67;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527729797;	;Sabonete em Barra de Glicerina Granado Bebê Erva-doce – 90g;UN;3401.30.00;0;20,67;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527729661;	;Shampoo Pet Neutro Granado – 500ml;UN;3401.11.90;0;31,66;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527729660;	;Difusor de Ambientes Granado Gengibre – 250ml;UN;3301.90.10;0;88,78;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527729658;	;Condicionador Pet Granado Desembaraçador para Pelos Longos – 500ml;UN;3401.11.90;0;31,66;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527729656;	;Shampoo Suave Granado para Filhotes – 500ml;UN;3401.11.90;0;31,66;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527729653;	;Vela Perfumada Granado Chá Branco – 180g;UN;3406.00.00;0;53,96;0,00;;Inativo;1;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527720342;	;Difusor de Ambientes Granado Chá Branco – 250ml;UN;3301.90.10;0;88,78;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527719682;	;Difusor de Ambientes Granado Chá Branco – 250ml;UN;3301.90.10;0;88,78;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527718703;	;Difusor de Ambientes Granado Chá Branco – 250ml;UN;3301.90.10;0;88,78;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527715064;	;Sabonete de Glicerina Granado para Pets – 90g;UN;3401.30.00;0;4,72;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527713776;	;Vela Perfumada Granado Chá Branco – 180g;UN;3406.00.00;0;53,96;0,00;;Inativo;1;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527712668;	;Difusor de Ambientes Granado Gengibre – 250ml;UN;3301.90.10;0;88,78;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527711837;	;Shampoo Pet Neutro Granado – 500ml;UN;3401.11.90;0;31,66;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527710945;	;Shampoo Suave Granado para Filhotes – 500ml;UN;3401.11.90;0;31,66;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527686614;	;Condicionador Pet Granado Desembaraçador para Pelos Longos – 500ml;UN;3401.11.90;0;31,66;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527686097;	;Sabonete em Barra de Glicerina Phebo Odor de Rosas – 90g;UN;3401.30.00;0;5,91;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527684799;	;Shampoo Pet Granado Desembaraçador para Pelos Longos – 500ml;UN;3401.11.90;0;31,66;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527682478;	;Sabonete Líquido de Glicerina Granado Calêndula – 300ml;UN;3401.30.00;0;20,67;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527680849;	;Colônia Granado Bebê Erva-doce 100ml;UN;3401.30.00;0;63,62;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527680848;	;Sabonete em Barra de Glicerina Granado Bebê Erva-doce – 90g;UN;3401.30.00;0;20,67;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527679501;	;Colônia Granado Bebê Erva-doce 100ml;UN;3401.30.00;0;63,62;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527677755;	;Colônia Phebo Limão Siciliano 200ml;UN;3303.00.20;0;49,06;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;Produto;Terceiros;;;;;0,00;;;;;;0;;;;;0;NÃO;NOVO;NÃO;;;;Centímetro;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527676269;	;Sabonete em Barra de Glicerina Granado Lavanda 90g;;3401.30.00;0;0,00;0,00;;Inativo;3;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527674546;GRA-SAB-16527674546	;Sabonete Em Barra De Glicerina Granado Bebe Camomila 90g;;3401.30.00;0;20,67;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527673352;PHE-COL-16527673352	;Colonia Phebo Geranio Bourbon 200ml;;3303.00.20;0;49,06;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527671651;PHE-SAB-16527671651	;Sabonete Em Barra Phebo Geranio Bourbon 100g;;3401.30.00;0;6,27;0,00;;Ativo;3;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527668787;GRA-COL-16527668787	;Colonia Granado Bebe Erva Doce 100ml;;3401.30.00;0;63,62;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527667236;GRA-SAB-16527667236	;Refil Sabonete Liquido De Glicerina Granado Calendula 300ml;;3401.30.00;0;16,73;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527666551;GRA-SAB-16527666551	;Sabonete Liquido De Glicerina Granado Bebe Lavanda 500ml;;3401.30.00;0;33,40;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527658545;GEN-KIT-16527658545	;Kit Miniaturas Bebe Tradicional;;3304.99.90;0;48,51;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16527464854;	;SABONETE DETOX NATURAL - SOLO FERTIL;;3401.11.90;0;0,00;0,00;;Inativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16526467143;LAS-OLE-16526467143	;Oleo Essencial De Alecrim QT Canfora Espanha 10ml;;3301.29.90;0;51,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524828201;LAS-OLE-16524828201	;Oleo Essencial Bergamota GT Brasil 10ml;;3301.29.90;0;57,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524827995;LAS-OLE-16524827995	;Oleo Essencial Bergamota GT Brasil 10ml;;3301.29.90;0;57,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524826977;LAS-OLE-16524826977	;Oleorresina Sangue De Dragao GT Brasil 10ml;;3301.90.90;0;39,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524826325;LAS-OLE-16524826325	;Oleo Essencial Lavanda Fina GT Bulgaria 10ml;;3301.29.90;0;59,25;0,00;;Ativo;5;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524825258;LAS-OLE-16524825258	;Oleo Essencial Tea Tree Melaleuca GT Brasil 10ml;;3301.29.90;0;36,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524824021;LAS-OLE-16524824021	;Oleo Essencial Lavanda Fina GT Bulgaria 10ml;;3301.29.90;0;59,25;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524823109;LAS-OLE-16524823109	;Oleo Essencial Hortela Pimenta GT EUA India 10ml;;3301.29.90;0;41,25;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524822287;LAS-OLE-16524822287	;Oleo Essencial Eucalipto Globulus 85 90 GT Brasil 10ml;;3301.29.90;0;27,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524820529;LAS-OLE-16524820529	;Oleo Essencial De Capim Limao GT Brasil 10ml;;3301.29.90;0;36,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524819766;LAS-OLE-16524819766	;Oleo Essencial De Alecrim QT Canfora Espanha 10ml;;3301.29.90;0;51,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524818423;LAS-OLE-16524818423	;Oleo Essencial Bergamota GT Brasil 10ml;;3301.29.90;0;57,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524817427;LAS-OLE-16524817427	;Oleorresina Sangue De Dragao GT Brasil 10ml;;3301.90.90;0;39,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524816686;LAS-OLE-16524816686	;Oleo Essencial Tea Tree Melaleuca GT Brasil 10ml;;3301.29.90;0;36,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524729311;LAS-OLE-16524729311	;Oleo Essencial Lavanda Fina GT Bulgaria 10ml;;3301.29.90;0;59,25;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524728396;LAS-OLE-16524728396	;Oleo Essencial Lavanda-Fina GT Bulgaria 10ml;;3301.29.90;0;59,25;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524724923;LAS-OLE-16524724923	;Oleo Essencial De Alecrim QT Canfora Espanha 10ml;;3301.29.90;0;51,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524724169;LAS-OLE-16524724169	;Oleo Essencial De Alecrim QT Canfora 10ml;;3301.29.90;0;51,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524724161;LAS-OLE-16524724161	;Oleo Essencial De Capim-Limao GT Brasil 10ml;;3301.29.90;0;36,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524723288;LAS-OLE-16524723288	;Serum Cleopatra 30ml;;3304.99.90;0;156,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524723146;LAS-OLE-16524723146	;Oleo Essencial Eucalipto-Globulus (85/90) GT Brasil 10ml;;3301.29.90;0;27,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524723084;LAS-OLE-16524723084	;Oleo Essencial Hortela-Pimenta GT EUA/ India 10ml;;3301.29.90;0;41,25;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524722419;LAS-OLE-16524722419	;Oleo Essencial Hortela-Pimenta GT EUA/ India 10ml;;3301.29.90;0;41,25;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524718071;LAS-OLE-16524718071	;Oleo Essencial Eucalipto-Globulus (85/90) GT Brasil 10ml;;3301.29.90;0;27,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524704768;LAS-OLE-16524704768	;Serum Cleopatra 30ml;;3304.99.90;0;156,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16524696325;LAS-OLE-16524696325	;Oleo Essencial De Capim-Limao GT Brasil 10ml;;3301.29.90;0;36,75;0,00;;Ativo;2;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
