ID;Código;Descrição;Unidade;NCM;Origem;Preço;Valor IPI fixo;Observações;Situação;Estoque;Preço de custo;Cód. no fornecedor;Fornecedor;Localização;Estoque máximo;Estoque mínimo;Peso líquido (Kg);Peso bruto (Kg);GTIN/EAN;GTIN/EAN da Embalagem;Largura do produto;Altura do Produto;Profundidade do produto;Data Validade;Descrição do Produto no Fornecedor;Descrição Complementar;Itens p/ caixa;Produto Variação;Tipo Produção;Classe de enquadramento do IPI;Código na Lista de Serviços;Tipo do item;Grupo de Tags/Tags;Tributos;Código Pai;Código Integração;Grupo de produtos;Marca;CEST;Volumes;Descrição Curta;Cross-Docking;URL Imagens Externas;Link Externo;Meses Garantia no Fornecedor;Clonar dados do pai;Condição do Produto;Frete Grátis;Número FCI;Vídeo;Departamento;Unidade de Medida;Preço de Compra;Valor base ICMS ST para retenção;Valor ICMS ST para retenção;Valor ICMS próprio do substituto;Categoria do produto;Informações Adicionais;teste;marca_aux;formatoDoSuplemento;tipoDeSuplemento;linha;suplementoPrincipal;nomeComercial;tipoDeEmbalagem;formatoDeVenda;unidadesPorEmbalagem;unidadesPorKit;pesoLiquidog;volumeLiquidoml;volumeDaUnidademl;pesoDaUnidadeg;ingredientes;valoresNutricionaisPorPorcao;pesoDaPorcaog;volumeDaPorcaoml;aminoacidosPorPorcao;idadeMinimaRecomendadaanos;eLivreDeGluten;eVegano;contemLactose;codigoUniversalDeProduto
16587719762;CEN-KIT-16587719762	;Kit Zip Lock Card De Lanc - Central Nutrition;;3304.99.90;0;0,00;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719746;XTR-DIV-16587719746	;Intratreino Abacaxi Com Hortela 1kg - Xtratus;;2106.90.30;0;229,00;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719736;LAS-MAN-16587719736	;Manteiga Karite 100g - Laszlo;;1515.90.90;0;71,10;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719715;AMO-DIV-16587719715	;Iluminador Mineral Em Po Diamante - Amokarite;;3304.91.00;0;56,25;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719699;MAH-SAC-16587719699	;Cx Superfoods Acai E Camu-Camu 10 Unid Sache - Mahta;;2106.90.30;0;299,00;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719617;GEN-DIV-16587719617	;Quinoa Grao / 1kg;;1211.90.90;0;81,00;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719607;GEN-DIV-16587719607	;Para Tudo Lenho / 500g;;1211.90.90;0;21,00;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719598;GEN-DIV-16587719598	;Jatoba Fruto / 500g;;0813.40.90;0;39,00;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719588;GEN-DIV-16587719588	;Gengibre Raiz Pct / 500g;;1211.90.90;0;90,00;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719576;GEN-DIV-16587719576	;No De Cachorro Raiz / 500g;;1211.90.90;0;73,50;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719559;GEN-DIV-16587719559	;Ruibarbo Raiz / 500g;;1211.90.90;0;90,00;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719547;GEN-DIV-16587719547	;Maca De Elefante / 500g;;1211.90.90;0;109,50;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719530;GEN-DIV-16587719530	;Ipe Roxo Rasurado Pct / 500g;;1211.90.90;0;22,50;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719519;GEN-DIV-16587719519	;Jalapa Casca Pct / 500g;;1211.90.90;0;57,00;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719506;GEN-DIV-16587719506	;Alcachofra Folha / 250g;;1211.90.90;0;36,75;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719489;GEN-DIV-16587719489	;Pimenta De Macaco Pct / 500g;;1211.90.90;0;60,75;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719476;GEN-DIV-16587719476	;Quebra Pedra Pct / 250g;;1211.90.90;0;43,50;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719463;GEN-DIV-16587719463	;Assa Peixe Folha Pct / 250g;;1211.90.90;0;14,25;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719449;GEN-DIV-16587719449	;Tilia Flor / 100g;;1211.90.90;0;78,00;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587719435;GEN-DIV-16587719435	;Japecanga Pct 250g;;1211.90.90;0;22,50;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587715559;	;CX. SUPERFOODS AC AI E CAMU CAMU;;2106.90.30;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500742;	;"Superfoods Amazonicos Mahta Sabor:Cupuacu e Castanha;Peso:360g";;2106.90.30;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500740;	;"Superfoods Amazonicos Mahta Sabor:Acai e Camu-Camu;Peso:360g";;2106.90.30;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500739;	;"Superfoods Amazonicos Mahta Sabor:Cacau Selvagem;Peso:360g";;2106.90.30;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500737;MAH-SUP-16587500737;Superfoods Amazonicos Mahta;UN;2106.90.30;0;89,90;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500530;	;"Hidrolato Laszlo Tipo:Rosa;Volume:100ml";;3301.90.10;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500529;	;"Hidrolato Laszlo Tipo:Lavanda;Volume:100ml";;3301.90.10;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500528;	;"Hidrolato Laszlo Tipo:Alecrim;Volume:100ml";;3301.90.10;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500526;LAS-HID-16587500526;Hidrolato Laszlo;UN;3301.90.10;0;29,90;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500516;	;"Manteiga Vegetal Laszlo Tipo:Cupuacu;Peso:100g";;1515.90.90;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500514;	;"Manteiga Vegetal Laszlo Tipo:Cacau;Peso:100g";;1515.90.90;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500512;	;"Manteiga Vegetal Laszlo Tipo:Manga;Peso:100g";;1515.90.90;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500511;	;"Manteiga Vegetal Laszlo Tipo:Karite;Peso:100g";;1515.90.90;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500509;LAS-MAN-16587500509;Manteiga Vegetal Laszlo;UN;1515.90.90;0;39,90;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500221;	;"Colonia Bebe Granado Fragrancia:Lavanda;Volume:100ml";;3303.00.20;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500220;	;"Colonia Bebe Granado Fragrancia:Erva Doce;Volume:100ml";;3401.30.00;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500219;GRA-COL-16587500219;Colonia Bebe Granado;UN;3303.00.20;0;49,90;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500212;	;"Vela Perfumada Granado Fragrancia:Calendula;Peso:100g";;3406.00.00;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500211;	;"Vela Perfumada Granado Fragrancia:Cha Branco;Peso:180g";;2106.90.30;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500210;	;"Vela Perfumada Granado Fragrancia:Lavanda;Peso:180g";;3406.00.00;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500209;GRA-VEL-16587500209;Vela Perfumada Granado;UN;3406.00.00;0;89,90;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500203;	;"Shampoo Pet Granado Tipo:Desembaracador;Volume:500ml";;3401.11.90;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500201;	;"Shampoo Pet Granado Tipo:Suave;Volume:500ml";;3401.11.90;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500200;	;"Shampoo Pet Granado Tipo:Neutro;Volume:500ml";;3401.11.90;0;0,00;0,00;;Inativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587500199;GRA-SHA-16587500199;Shampoo Pet Granado;UN;3401.11.90;0;45,90;0,00;;Ativo;0;0,00;	;;	;0,00;0,00;0,000;0,000;	;	;0,00;0,00;0,00;;;;0,00;;Própria;;;;;0,00;;0.0;;;;0;;0.0;;;0;NÃO;NÃO ESPECIFICADO;NÃO;;;;Metros;0,00;0,0000;0,0000;0,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;
