"ID";"Código";"Descrição";"Unidade";"NCM";"Origem";"Preço";"Valor IPI fixo";"Observações";"Situação";"Estoque";"Preço de custo";"Cód. no fornecedor";"Fornecedor";"Localização";"Estoque máximo";"Estoque mínimo";"Peso líquido (Kg)";"Peso bruto (Kg)";"GTIN/EAN";"GTIN/EAN da Embalagem";"Largura do produto";"Altura do Produto";"Profundidade do produto";"Data Validade";"Descrição do Produto no Fornecedor";"Descrição Complementar";"Itens p/ caixa";"Produto Variação";"Tipo Produção";"Classe de enquadramento do IPI";"Código na Lista de Serviços";"Tipo do item";"Grupo de Tags/Tags";"Tributos";"Código Pai";"Código Integração";"Grupo de produtos";"Marca";"CEST";"Volumes";"Descrição Curta";"Cross-Docking";"URL Imagens Externas";"Link Externo";"Meses Garantia no Fornecedor";"Clonar dados do pai";"Condição do Produto";"Frete Grátis";"Número FCI";"Vídeo";"Departamento";"Unidade de Medida";"Preço de Compra";"Valor base ICMS ST para retenção";"Valor ICMS ST para retenção";"Valor ICMS próprio do substituto";"Categoria do produto";"Informações Adicionais";"teste";"marca";"formatoDoSuplemento";"tipoDeSuplemento";"linha";"suplementoPrincipal";"nomeComercial";"tipoDeEmbalagem";"formatoDeVenda";"unidadesPorEmbalagem";"unidadesPorKit";"pesoLiquidog";"volumeLiquidoml";"volumeDaUnidademl";"pesoDaUnidadeg";"ingredientes";"valoresNutricionaisPorPorcao";"pesoDaPorcaog";"volumeDaPorcaoml";"aminoacidosPorPorcao";"idadeMinimaRecomendadaanos";"eLivreDeGluten";"eVegano";"contemLactose";"codigoUniversalDeProduto"
"16587489589";"AMO-DIV-16587489589	";"Base Solida Mult. 3 Em 1 Ak 4.5 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489584";"AMO-DIV-16587489584	";"Base Solida Mult. 3 Em 1 Ak 0.5 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489581";"AMO-DIV-16587489581	";"Base Solida Mult. 3 Em 1 - Ak 6.0 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489576";"AMO-DIV-16587489576	";"Base Solida Mult. 3 Em 1 Ak 8.0 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489570";"AMO-DIV-16587489570	";"Base Solida Mult. 3 Em 1 Ak 2.0 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489567";"AMO-DIV-16587489567	";"Base Solida Mult. 3 Em 1 Ak 4.25 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489560";"AMO-DIV-16587489560	";"Base Solida Mult. 3 Em 1 Ak 7.0 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489554";"AMO-DIV-16587489554	";"Base Solida Mult. 3 Em 1 Ak 1.0 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489549";"AMO-DIV-16587489549	";"Base Solida Mult. 3 Em 1 Ak 1.5 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489546";"AMO-DIV-16587489546	";"Base Solida Mult. 3 Em 1 Ak 2.5 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489414";"AMO-DIV-16587489414	";"Base Solida Mult. 3 Em 1 Ak 3.5 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489412";"AMO-DIV-16587489412	";"Base Solida Mult. 3 Em 1 Ak 5.5 - Amokarite";"";"";"0";"39,75";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489409";"AMO-DIV-16587489409	";"Esfoliante Mult. - Amokarite";"";"";"0";"53,25";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16587489402";"MAH-SAC-16587489402	";"Cx. Superfoods Cacau Selvagem (10 Unid. Sache) - Mahta";"";"";"0";"299,00";"0,00";"";"Ativo";"0";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"";"Própria";"";"";"";"";"0,00";"";"0";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NÃO ESPECIFICADO";"NÃO";"";"";"";"Metros";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527736807";"	";"Sabonete de Coco Granado Pets – 100g";"UN";"";"0";"5,55";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527736337";"	";"Sabonete de Coco Granado Pets – 100g";"UN";"";"0";"5,55";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527735568";"	";"Vela Perfumada Granado Lavanda – 180g";"UN";"";"0";"53,96";"0,00";"";"Inativo";"1";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527734003";"	";"Vela Perfumada Granado Lavanda – 180g";"UN";"";"0";"53,96";"0,00";"";"Inativo";"1";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527733381";"	";"Difusor de Ambientes Granado Chá Branco – 250ml";"UN";"";"0";"88,78";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527733380";"	";"Difusor de Ambientes Granado Lavanda – 250ml";"UN";"";"0";"88,78";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527732744";"	";"Difusor de Ambientes Granado Lavanda – 250ml";"UN";"";"0";"88,78";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527731465";"	";"Kit Miniaturas Bebê Tradicional";"UN";"";"0";"48,51";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527730909";"	";"Sabonete Líquido de Glicerina Granado Bebê Lavanda 500ml";"UN";"";"0";"33,40";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527730906";"	";"Colônia Granado Bebê Erva-doce 100ml";"UN";"";"0";"63,62";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527730903";"	";"Sabonete em Barra Phebo Gerânio Bourbon 100g";"UN";"";"0";"6,27";"0,00";"";"Inativo";"3";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527730902";"	";"Refil Sabonete Líquido de Glicerina Granado Calêndula 300ml";"UN";"";"0";"16,73";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527730300";"	";"Colônia Phebo Gerânio Bourbon 200ml";"UN";"";"0";"49,06";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527730299";"	";"Sabonete em Barra de Glicerina Granado Bebê Camomila 90g";"UN";"";"0";"20,67";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527730238";"	";"Sabonete em Barra de Glicerina Granado Lavanda 90g";"UN";"";"0";"20,67";"0,00";"";"Inativo";"3";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527730235";"	";"Colônia Phebo Limão Siciliano 200ml";"UN";"";"0";"49,06";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527729803";"	";"Sabonete em Barra de Glicerina Phebo Odor de Rosas – 90g";"UN";"";"0";"5,91";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527729801";"	";"Shampoo Pet Granado Desembaraçador para Pelos Longos – 500ml";"UN";"";"0";"31,66";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527729800";"	";"Sabonete Líquido de Glicerina Granado Calêndula – 300ml";"UN";"";"0";"20,67";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527729797";"	";"Sabonete em Barra de Glicerina Granado Bebê Erva-doce – 90g";"UN";"";"0";"20,67";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527729661";"	";"Shampoo Pet Neutro Granado – 500ml";"UN";"";"0";"31,66";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527729660";"	";"Difusor de Ambientes Granado Gengibre – 250ml";"UN";"";"0";"88,78";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527729658";"	";"Condicionador Pet Granado Desembaraçador para Pelos Longos – 500ml";"UN";"";"0";"31,66";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527729656";"	";"Shampoo Suave Granado para Filhotes – 500ml";"UN";"";"0";"31,66";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527729653";"	";"Vela Perfumada Granado Chá Branco – 180g";"UN";"";"0";"53,96";"0,00";"";"Inativo";"1";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527720342";"	";"Difusor de Ambientes Granado Chá Branco – 250ml";"UN";"";"0";"88,78";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527719682";"	";"Difusor de Ambientes Granado Chá Branco – 250ml";"UN";"";"0";"88,78";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527718703";"	";"Difusor de Ambientes Granado Chá Branco – 250ml";"UN";"";"0";"88,78";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527715064";"	";"Sabonete de Glicerina Granado para Pets – 90g";"UN";"";"0";"4,72";"0,00";"";"Inativo";"2";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16527713776";"	";"Vela Perfumada Granado Chá Branco – 180g";"UN";"";"0";"53,96";"0,00";"";"Inativo";"1";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
