ID_Bling;Codigo_Bling;Descricao_Bling;Descricao_GestaoClick;Codigo_GestaoClick;Preco_Venda;Preco_Custo;Match_Tipo
16587489683;	;VISEIRA EM MICROFIBRA B2B - OCEAN DROP;VISEIRA EM MICROFIBRA B2B - OCEAN DROP;VISEIRA;0,00;9,24;Descricao Exata
16587489679;	;OCEAN BAG B2B - OCEAN DROP;OCEAN BAG B2B - OCEAN DROP;OCEABBAG;0,00;8,29;Descricao Exata
